instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
22662402,88525,HINDZINC25NOV480PE,HINDZINC,0.0,2025-11-25,480.0,0.05,1225,PE,NFO-OPT,NFO
22659842,88515,HINDZINC25NOV440CE,HINDZINC,0.0,2025-11-25,440.0,0.05,1225,CE,NFO-OPT,NFO
22660098,88516,HINDZINC25NOV440PE,HINDZINC,0.0,2025-11-25,440.0,0.05,1225,PE,NFO-OPT,NFO
22662658,88526,HINDZINC25NOV500CE,HINDZINC,0.0,2025-11-25,500.0,0.05,1225,CE,NFO-OPT,NFO
22667778,88546,HINDZINC25NOV500PE,HINDZINC,0.0,2025-11-25,500.0,0.05,1225,PE,NFO-OPT,NFO
22659330,88513,HINDZINC25NOV420CE,HINDZINC,0.0,2025-11-25,420.0,0.05,1225,CE,NFO-OPT,NFO
22659586,88514,HINDZINC25NOV420PE,HINDZINC,0.0,2025-11-25,420.0,0.05,1225,PE,NFO-OPT,NFO
22668034,88547,HINDZINC25NOV520CE,HINDZINC,0.0,2025-11-25,520.0,0.05,1225,CE,NFO-OPT,NFO
22672130,88563,HINDZINC25NOV520PE,HINDZINC,0.0,2025-11-25,520.0,0.05,1225,PE,NFO-OPT,NFO
22658818,88511,HINDZINC25NOV400CE,HINDZINC,0.0,2025-11-25,400.0,0.05,1225,CE,NFO-OPT,NFO
22659074,88512,HINDZINC25NOV400PE,HINDZINC,0.0,2025-11-25,400.0,0.05,1225,PE,NFO-OPT,NFO
22657794,88507,HINDZINC25NOV380CE,HINDZINC,0.0,2025-11-25,380.0,0.05,1225,CE,NFO-OPT,NFO
22658050,88508,HINDZINC25NOV380PE,HINDZINC,0.0,2025-11-25,380.0,0.05,1225,PE,NFO-OPT,NFO
22673154,88567,HINDZINC25NOV560CE,HINDZINC,0.0,2025-11-25,560.0,0.05,1225,CE,NFO-OPT,NFO
22673410,88568,HINDZINC25NOV560PE,HINDZINC,0.0,2025-11-25,560.0,0.05,1225,PE,NFO-OPT,NFO
22657282,88505,HINDZINC25NOV360CE,HINDZINC,0.0,2025-11-25,360.0,0.05,1225,CE,NFO-OPT,NFO
22657538,88506,HINDZINC25NOV360PE,HINDZINC,0.0,2025-11-25,360.0,0.05,1225,PE,NFO-OPT,NFO
22652674,88487,HINDZINC25NOV320CE,HINDZINC,0.0,2025-11-25,320.0,0.05,1225,CE,NFO-OPT,NFO
22653442,88490,HINDZINC25NOV320PE,HINDZINC,0.0,2025-11-25,320.0,0.05,1225,PE,NFO-OPT,NFO
23652610,92393,HUDCO25SEP235CE,HUDCO,0.0,2025-09-30,235.0,0.05,2775,CE,NFO-OPT,NFO
23652866,92394,HUDCO25SEP235PE,HUDCO,0.0,2025-09-30,235.0,0.05,2775,PE,NFO-OPT,NFO
24233218,94661,HUDCO25SEP240CE,HUDCO,0.0,2025-09-30,240.0,0.05,2775,CE,NFO-OPT,NFO
24233474,94662,HUDCO25SEP240PE,HUDCO,0.0,2025-09-30,240.0,0.05,2775,PE,NFO-OPT,NFO
24227074,94637,HUDCO25SEP230CE,HUDCO,0.0,2025-09-30,230.0,0.05,2775,CE,NFO-OPT,NFO
24229890,94648,HUDCO25SEP230PE,HUDCO,0.0,2025-09-30,230.0,0.05,2775,PE,NFO-OPT,NFO
23654146,92399,HUDCO25SEP245CE,HUDCO,0.0,2025-09-30,245.0,0.05,2775,CE,NFO-OPT,NFO
23654402,92400,HUDCO25SEP245PE,HUDCO,0.0,2025-09-30,245.0,0.05,2775,PE,NFO-OPT,NFO
23652098,92391,HUDCO25SEP225CE,HUDCO,0.0,2025-09-30,225.0,0.05,2775,CE,NFO-OPT,NFO
23652354,92392,HUDCO25SEP225PE,HUDCO,0.0,2025-09-30,225.0,0.05,2775,PE,NFO-OPT,NFO
24233730,94663,HUDCO25SEP250CE,HUDCO,0.0,2025-09-30,250.0,0.05,2775,CE,NFO-OPT,NFO
24233986,94664,HUDCO25SEP250PE,HUDCO,0.0,2025-09-30,250.0,0.05,2775,PE,NFO-OPT,NFO
24223234,94622,HUDCO25SEP220CE,HUDCO,0.0,2025-09-30,220.0,0.05,2775,CE,NFO-OPT,NFO
24226562,94635,HUDCO25SEP220PE,HUDCO,0.0,2025-09-30,220.0,0.05,2775,PE,NFO-OPT,NFO
23657218,92411,HUDCO25SEP255CE,HUDCO,0.0,2025-09-30,255.0,0.05,2775,CE,NFO-OPT,NFO
23657474,92412,HUDCO25SEP255PE,HUDCO,0.0,2025-09-30,255.0,0.05,2775,PE,NFO-OPT,NFO
23651586,92389,HUDCO25SEP215CE,HUDCO,0.0,2025-09-30,215.0,0.05,2775,CE,NFO-OPT,NFO
23651842,92390,HUDCO25SEP215PE,HUDCO,0.0,2025-09-30,215.0,0.05,2775,PE,NFO-OPT,NFO
24234242,94665,HUDCO25SEP260CE,HUDCO,0.0,2025-09-30,260.0,0.05,2775,CE,NFO-OPT,NFO
24234498,94666,HUDCO25SEP260PE,HUDCO,0.0,2025-09-30,260.0,0.05,2775,PE,NFO-OPT,NFO
24217602,94600,HUDCO25SEP210CE,HUDCO,0.0,2025-09-30,210.0,0.05,2775,CE,NFO-OPT,NFO
24222978,94621,HUDCO25SEP210PE,HUDCO,0.0,2025-09-30,210.0,0.05,2775,PE,NFO-OPT,NFO
23657730,92413,HUDCO25SEP265CE,HUDCO,0.0,2025-09-30,265.0,0.05,2775,CE,NFO-OPT,NFO
23657986,92414,HUDCO25SEP265PE,HUDCO,0.0,2025-09-30,265.0,0.05,2775,PE,NFO-OPT,NFO
23650562,92385,HUDCO25SEP205CE,HUDCO,0.0,2025-09-30,205.0,0.05,2775,CE,NFO-OPT,NFO
23650818,92386,HUDCO25SEP205PE,HUDCO,0.0,2025-09-30,205.0,0.05,2775,PE,NFO-OPT,NFO
24234754,94667,HUDCO25SEP270CE,HUDCO,0.0,2025-09-30,270.0,0.05,2775,CE,NFO-OPT,NFO
24235010,94668,HUDCO25SEP270PE,HUDCO,0.0,2025-09-30,270.0,0.05,2775,PE,NFO-OPT,NFO
24217090,94598,HUDCO25SEP200CE,HUDCO,0.0,2025-09-30,200.0,0.05,2775,CE,NFO-OPT,NFO
24217346,94599,HUDCO25SEP200PE,HUDCO,0.0,2025-09-30,200.0,0.05,2775,PE,NFO-OPT,NFO
23649282,92380,HUDCO25SEP195CE,HUDCO,0.0,2025-09-30,195.0,0.05,2775,CE,NFO-OPT,NFO
23650050,92383,HUDCO25SEP195PE,HUDCO,0.0,2025-09-30,195.0,0.05,2775,PE,NFO-OPT,NFO
24216322,94595,HUDCO25SEP190CE,HUDCO,0.0,2025-09-30,190.0,0.05,2775,CE,NFO-OPT,NFO
24216834,94597,HUDCO25SEP190PE,HUDCO,0.0,2025-09-30,190.0,0.05,2775,PE,NFO-OPT,NFO
23645954,92367,HUDCO25SEP185CE,HUDCO,0.0,2025-09-30,185.0,0.05,2775,CE,NFO-OPT,NFO
23648770,92378,HUDCO25SEP185PE,HUDCO,0.0,2025-09-30,185.0,0.05,2775,PE,NFO-OPT,NFO
24215810,94593,HUDCO25SEP180CE,HUDCO,0.0,2025-09-30,180.0,0.05,2775,CE,NFO-OPT,NFO
24216066,94594,HUDCO25SEP180PE,HUDCO,0.0,2025-09-30,180.0,0.05,2775,PE,NFO-OPT,NFO
24215298,94591,HUDCO25SEP170CE,HUDCO,0.0,2025-09-30,170.0,0.05,2775,CE,NFO-OPT,NFO
24215554,94592,HUDCO25SEP170PE,HUDCO,0.0,2025-09-30,170.0,0.05,2775,PE,NFO-OPT,NFO
22690306,88634,HUDCO25OCT235CE,HUDCO,0.0,2025-10-28,235.0,0.05,2775,CE,NFO-OPT,NFO
22690562,88635,HUDCO25OCT235PE,HUDCO,0.0,2025-10-28,235.0,0.05,2775,PE,NFO-OPT,NFO
23701762,92585,HUDCO25OCT240CE,HUDCO,0.0,2025-10-28,240.0,0.05,2775,CE,NFO-OPT,NFO
23702018,92586,HUDCO25OCT240PE,HUDCO,0.0,2025-10-28,240.0,0.05,2775,PE,NFO-OPT,NFO
23701250,92583,HUDCO25OCT230CE,HUDCO,0.0,2025-10-28,230.0,0.05,2775,CE,NFO-OPT,NFO
23701506,92584,HUDCO25OCT230PE,HUDCO,0.0,2025-10-28,230.0,0.05,2775,PE,NFO-OPT,NFO
22690818,88636,HUDCO25OCT245CE,HUDCO,0.0,2025-10-28,245.0,0.05,2775,CE,NFO-OPT,NFO
22691074,88637,HUDCO25OCT245PE,HUDCO,0.0,2025-10-28,245.0,0.05,2775,PE,NFO-OPT,NFO
22689794,88632,HUDCO25OCT225CE,HUDCO,0.0,2025-10-28,225.0,0.05,2775,CE,NFO-OPT,NFO
22690050,88633,HUDCO25OCT225PE,HUDCO,0.0,2025-10-28,225.0,0.05,2775,PE,NFO-OPT,NFO
23702274,92587,HUDCO25OCT250CE,HUDCO,0.0,2025-10-28,250.0,0.05,2775,CE,NFO-OPT,NFO
23702530,92588,HUDCO25OCT250PE,HUDCO,0.0,2025-10-28,250.0,0.05,2775,PE,NFO-OPT,NFO
23700738,92581,HUDCO25OCT220CE,HUDCO,0.0,2025-10-28,220.0,0.05,2775,CE,NFO-OPT,NFO
23700994,92582,HUDCO25OCT220PE,HUDCO,0.0,2025-10-28,220.0,0.05,2775,PE,NFO-OPT,NFO
22691330,88638,HUDCO25OCT255CE,HUDCO,0.0,2025-10-28,255.0,0.05,2775,CE,NFO-OPT,NFO
22691586,88639,HUDCO25OCT255PE,HUDCO,0.0,2025-10-28,255.0,0.05,2775,PE,NFO-OPT,NFO
22689282,88630,HUDCO25OCT215CE,HUDCO,0.0,2025-10-28,215.0,0.05,2775,CE,NFO-OPT,NFO
22689538,88631,HUDCO25OCT215PE,HUDCO,0.0,2025-10-28,215.0,0.05,2775,PE,NFO-OPT,NFO
23702786,92589,HUDCO25OCT260CE,HUDCO,0.0,2025-10-28,260.0,0.05,2775,CE,NFO-OPT,NFO
23703042,92590,HUDCO25OCT260PE,HUDCO,0.0,2025-10-28,260.0,0.05,2775,PE,NFO-OPT,NFO
23700226,92579,HUDCO25OCT210CE,HUDCO,0.0,2025-10-28,210.0,0.05,2775,CE,NFO-OPT,NFO
23700482,92580,HUDCO25OCT210PE,HUDCO,0.0,2025-10-28,210.0,0.05,2775,PE,NFO-OPT,NFO
22691842,88640,HUDCO25OCT265CE,HUDCO,0.0,2025-10-28,265.0,0.05,2775,CE,NFO-OPT,NFO
22692098,88641,HUDCO25OCT265PE,HUDCO,0.0,2025-10-28,265.0,0.05,2775,PE,NFO-OPT,NFO
22688770,88628,HUDCO25OCT205CE,HUDCO,0.0,2025-10-28,205.0,0.05,2775,CE,NFO-OPT,NFO
22689026,88629,HUDCO25OCT205PE,HUDCO,0.0,2025-10-28,205.0,0.05,2775,PE,NFO-OPT,NFO
23703298,92591,HUDCO25OCT270CE,HUDCO,0.0,2025-10-28,270.0,0.05,2775,CE,NFO-OPT,NFO
23704066,92594,HUDCO25OCT270PE,HUDCO,0.0,2025-10-28,270.0,0.05,2775,PE,NFO-OPT,NFO
23699714,92577,HUDCO25OCT200CE,HUDCO,0.0,2025-10-28,200.0,0.05,2775,CE,NFO-OPT,NFO
23699970,92578,HUDCO25OCT200PE,HUDCO,0.0,2025-10-28,200.0,0.05,2775,PE,NFO-OPT,NFO
22688258,88626,HUDCO25OCT195CE,HUDCO,0.0,2025-10-28,195.0,0.05,2775,CE,NFO-OPT,NFO
22688514,88627,HUDCO25OCT195PE,HUDCO,0.0,2025-10-28,195.0,0.05,2775,PE,NFO-OPT,NFO
23695106,92559,HUDCO25OCT190CE,HUDCO,0.0,2025-10-28,190.0,0.05,2775,CE,NFO-OPT,NFO
23695362,92560,HUDCO25OCT190PE,HUDCO,0.0,2025-10-28,190.0,0.05,2775,PE,NFO-OPT,NFO
22687746,88624,HUDCO25OCT185CE,HUDCO,0.0,2025-10-28,185.0,0.05,2775,CE,NFO-OPT,NFO
22688002,88625,HUDCO25OCT185PE,HUDCO,0.0,2025-10-28,185.0,0.05,2775,PE,NFO-OPT,NFO
23687682,92530,HUDCO25OCT180CE,HUDCO,0.0,2025-10-28,180.0,0.05,2775,CE,NFO-OPT,NFO
23688962,92535,HUDCO25OCT180PE,HUDCO,0.0,2025-10-28,180.0,0.05,2775,PE,NFO-OPT,NFO
23687170,92528,HUDCO25OCT170CE,HUDCO,0.0,2025-10-28,170.0,0.05,2775,CE,NFO-OPT,NFO
23687426,92529,HUDCO25OCT170PE,HUDCO,0.0,2025-10-28,170.0,0.05,2775,PE,NFO-OPT,NFO
22708738,88706,HUDCO25NOV240CE,HUDCO,0.0,2025-11-25,240.0,0.05,2775,CE,NFO-OPT,NFO
22709250,88708,HUDCO25NOV240PE,HUDCO,0.0,2025-11-25,240.0,0.05,2775,PE,NFO-OPT,NFO
22708226,88704,HUDCO25NOV230CE,HUDCO,0.0,2025-11-25,230.0,0.05,2775,CE,NFO-OPT,NFO
22708482,88705,HUDCO25NOV230PE,HUDCO,0.0,2025-11-25,230.0,0.05,2775,PE,NFO-OPT,NFO
22709506,88709,HUDCO25NOV250CE,HUDCO,0.0,2025-11-25,250.0,0.05,2775,CE,NFO-OPT,NFO
22709762,88710,HUDCO25NOV250PE,HUDCO,0.0,2025-11-25,250.0,0.05,2775,PE,NFO-OPT,NFO
22707714,88702,HUDCO25NOV220CE,HUDCO,0.0,2025-11-25,220.0,0.05,2775,CE,NFO-OPT,NFO
22707970,88703,HUDCO25NOV220PE,HUDCO,0.0,2025-11-25,220.0,0.05,2775,PE,NFO-OPT,NFO
22713602,88725,HUDCO25NOV260CE,HUDCO,0.0,2025-11-25,260.0,0.05,2775,CE,NFO-OPT,NFO
22713858,88726,HUDCO25NOV260PE,HUDCO,0.0,2025-11-25,260.0,0.05,2775,PE,NFO-OPT,NFO
22707202,88700,HUDCO25NOV210CE,HUDCO,0.0,2025-11-25,210.0,0.05,2775,CE,NFO-OPT,NFO
22707458,88701,HUDCO25NOV210PE,HUDCO,0.0,2025-11-25,210.0,0.05,2775,PE,NFO-OPT,NFO
22714626,88729,HUDCO25NOV270CE,HUDCO,0.0,2025-11-25,270.0,0.05,2775,CE,NFO-OPT,NFO
22734594,88807,HUDCO25NOV270PE,HUDCO,0.0,2025-11-25,270.0,0.05,2775,PE,NFO-OPT,NFO
22706690,88698,HUDCO25NOV200CE,HUDCO,0.0,2025-11-25,200.0,0.05,2775,CE,NFO-OPT,NFO
22706946,88699,HUDCO25NOV200PE,HUDCO,0.0,2025-11-25,200.0,0.05,2775,PE,NFO-OPT,NFO
22743554,88842,HUDCO25NOV280CE,HUDCO,0.0,2025-11-25,280.0,0.05,2775,CE,NFO-OPT,NFO
22743810,88843,HUDCO25NOV280PE,HUDCO,0.0,2025-11-25,280.0,0.05,2775,PE,NFO-OPT,NFO
22706178,88696,HUDCO25NOV190CE,HUDCO,0.0,2025-11-25,190.0,0.05,2775,CE,NFO-OPT,NFO
22706434,88697,HUDCO25NOV190PE,HUDCO,0.0,2025-11-25,190.0,0.05,2775,PE,NFO-OPT,NFO
22705666,88694,HUDCO25NOV180CE,HUDCO,0.0,2025-11-25,180.0,0.05,2775,CE,NFO-OPT,NFO
22705922,88695,HUDCO25NOV180PE,HUDCO,0.0,2025-11-25,180.0,0.05,2775,PE,NFO-OPT,NFO
22705154,88692,HUDCO25NOV170CE,HUDCO,0.0,2025-11-25,170.0,0.05,2775,CE,NFO-OPT,NFO
22705410,88693,HUDCO25NOV170PE,HUDCO,0.0,2025-11-25,170.0,0.05,2775,PE,NFO-OPT,NFO
22704642,88690,HUDCO25NOV160CE,HUDCO,0.0,2025-11-25,160.0,0.05,2775,CE,NFO-OPT,NFO
22704898,88691,HUDCO25NOV160PE,HUDCO,0.0,2025-11-25,160.0,0.05,2775,PE,NFO-OPT,NFO
24346114,95102,ICICIBANK25SEP1400CE,ICICIBANK,0.0,2025-09-30,1400.0,0.05,700,CE,NFO-OPT,NFO
24346370,95103,ICICIBANK25SEP1400PE,ICICIBANK,0.0,2025-09-30,1400.0,0.05,700,PE,NFO-OPT,NFO
23724802,92675,ICICIBANK25SEP1390CE,ICICIBANK,0.0,2025-09-30,1390.0,0.05,700,CE,NFO-OPT,NFO
23725058,92676,ICICIBANK25SEP1390PE,ICICIBANK,0.0,2025-09-30,1390.0,0.05,700,PE,NFO-OPT,NFO
23725314,92677,ICICIBANK25SEP1410CE,ICICIBANK,0.0,2025-09-30,1410.0,0.05,700,CE,NFO-OPT,NFO
23725570,92678,ICICIBANK25SEP1410PE,ICICIBANK,0.0,2025-09-30,1410.0,0.05,700,PE,NFO-OPT,NFO
24345602,95100,ICICIBANK25SEP1380CE,ICICIBANK,0.0,2025-09-30,1380.0,0.05,700,CE,NFO-OPT,NFO
24345858,95101,ICICIBANK25SEP1380PE,ICICIBANK,0.0,2025-09-30,1380.0,0.05,700,PE,NFO-OPT,NFO
24348162,95110,ICICIBANK25SEP1420CE,ICICIBANK,0.0,2025-09-30,1420.0,0.05,700,CE,NFO-OPT,NFO
24348418,95111,ICICIBANK25SEP1420PE,ICICIBANK,0.0,2025-09-30,1420.0,0.05,700,PE,NFO-OPT,NFO
23723778,92671,ICICIBANK25SEP1370CE,ICICIBANK,0.0,2025-09-30,1370.0,0.05,700,CE,NFO-OPT,NFO
23724546,92674,ICICIBANK25SEP1370PE,ICICIBANK,0.0,2025-09-30,1370.0,0.05,700,PE,NFO-OPT,NFO
23725826,92679,ICICIBANK25SEP1430CE,ICICIBANK,0.0,2025-09-30,1430.0,0.05,700,CE,NFO-OPT,NFO
23726082,92680,ICICIBANK25SEP1430PE,ICICIBANK,0.0,2025-09-30,1430.0,0.05,700,PE,NFO-OPT,NFO
24328706,95034,ICICIBANK25SEP1360CE,ICICIBANK,0.0,2025-09-30,1360.0,0.05,700,CE,NFO-OPT,NFO
24335362,95060,ICICIBANK25SEP1360PE,ICICIBANK,0.0,2025-09-30,1360.0,0.05,700,PE,NFO-OPT,NFO
24350466,95119,ICICIBANK25SEP1440CE,ICICIBANK,0.0,2025-09-30,1440.0,0.05,700,CE,NFO-OPT,NFO
24350722,95120,ICICIBANK25SEP1440PE,ICICIBANK,0.0,2025-09-30,1440.0,0.05,700,PE,NFO-OPT,NFO
23723266,92669,ICICIBANK25SEP1350CE,ICICIBANK,0.0,2025-09-30,1350.0,0.05,700,CE,NFO-OPT,NFO
23723522,92670,ICICIBANK25SEP1350PE,ICICIBANK,0.0,2025-09-30,1350.0,0.05,700,PE,NFO-OPT,NFO
23726338,92681,ICICIBANK25SEP1450CE,ICICIBANK,0.0,2025-09-30,1450.0,0.05,700,CE,NFO-OPT,NFO
23726594,92682,ICICIBANK25SEP1450PE,ICICIBANK,0.0,2025-09-30,1450.0,0.05,700,PE,NFO-OPT,NFO
24326402,95025,ICICIBANK25SEP1340CE,ICICIBANK,0.0,2025-09-30,1340.0,0.05,700,CE,NFO-OPT,NFO
24326658,95026,ICICIBANK25SEP1340PE,ICICIBANK,0.0,2025-09-30,1340.0,0.05,700,PE,NFO-OPT,NFO
24350978,95121,ICICIBANK25SEP1460CE,ICICIBANK,0.0,2025-09-30,1460.0,0.05,700,CE,NFO-OPT,NFO
24351234,95122,ICICIBANK25SEP1460PE,ICICIBANK,0.0,2025-09-30,1460.0,0.05,700,PE,NFO-OPT,NFO
23722754,92667,ICICIBANK25SEP1330CE,ICICIBANK,0.0,2025-09-30,1330.0,0.05,700,CE,NFO-OPT,NFO
23723010,92668,ICICIBANK25SEP1330PE,ICICIBANK,0.0,2025-09-30,1330.0,0.05,700,PE,NFO-OPT,NFO
23726850,92683,ICICIBANK25SEP1470CE,ICICIBANK,0.0,2025-09-30,1470.0,0.05,700,CE,NFO-OPT,NFO
23727618,92686,ICICIBANK25SEP1470PE,ICICIBANK,0.0,2025-09-30,1470.0,0.05,700,PE,NFO-OPT,NFO
24351746,95124,ICICIBANK25SEP1480PE,ICICIBANK,0.0,2025-09-30,1480.0,0.05,700,PE,NFO-OPT,NFO
24357122,95145,ICICIBANK25SEP1700CE,ICICIBANK,0.0,2025-09-30,1700.0,0.05,700,CE,NFO-OPT,NFO
24357378,95146,ICICIBANK25SEP1700PE,ICICIBANK,0.0,2025-09-30,1700.0,0.05,700,PE,NFO-OPT,NFO
24356610,95143,ICICIBANK25SEP1680CE,ICICIBANK,0.0,2025-09-30,1680.0,0.05,700,CE,NFO-OPT,NFO
24355586,95139,ICICIBANK25SEP1640CE,ICICIBANK,0.0,2025-09-30,1640.0,0.05,700,CE,NFO-OPT,NFO
24355842,95140,ICICIBANK25SEP1640PE,ICICIBANK,0.0,2025-09-30,1640.0,0.05,700,PE,NFO-OPT,NFO
24355074,95137,ICICIBANK25SEP1620CE,ICICIBANK,0.0,2025-09-30,1620.0,0.05,700,CE,NFO-OPT,NFO
24355330,95138,ICICIBANK25SEP1620PE,ICICIBANK,0.0,2025-09-30,1620.0,0.05,700,PE,NFO-OPT,NFO
24354562,95135,ICICIBANK25SEP1600CE,ICICIBANK,0.0,2025-09-30,1600.0,0.05,700,CE,NFO-OPT,NFO
24354818,95136,ICICIBANK25SEP1600PE,ICICIBANK,0.0,2025-09-30,1600.0,0.05,700,PE,NFO-OPT,NFO
24354050,95133,ICICIBANK25SEP1580CE,ICICIBANK,0.0,2025-09-30,1580.0,0.05,700,CE,NFO-OPT,NFO
24354306,95134,ICICIBANK25SEP1580PE,ICICIBANK,0.0,2025-09-30,1580.0,0.05,700,PE,NFO-OPT,NFO
24353538,95131,ICICIBANK25SEP1560CE,ICICIBANK,0.0,2025-09-30,1560.0,0.05,700,CE,NFO-OPT,NFO
24353794,95132,ICICIBANK25SEP1560PE,ICICIBANK,0.0,2025-09-30,1560.0,0.05,700,PE,NFO-OPT,NFO
23756034,92797,ICICIBANK25SEP1550CE,ICICIBANK,0.0,2025-09-30,1550.0,0.05,700,CE,NFO-OPT,NFO
23756290,92798,ICICIBANK25SEP1550PE,ICICIBANK,0.0,2025-09-30,1550.0,0.05,700,PE,NFO-OPT,NFO
24353026,95129,ICICIBANK25SEP1540CE,ICICIBANK,0.0,2025-09-30,1540.0,0.05,700,CE,NFO-OPT,NFO
24353282,95130,ICICIBANK25SEP1540PE,ICICIBANK,0.0,2025-09-30,1540.0,0.05,700,PE,NFO-OPT,NFO
23749122,92770,ICICIBANK25SEP1530CE,ICICIBANK,0.0,2025-09-30,1530.0,0.05,700,CE,NFO-OPT,NFO
23755778,92796,ICICIBANK25SEP1530PE,ICICIBANK,0.0,2025-09-30,1530.0,0.05,700,PE,NFO-OPT,NFO
24352514,95127,ICICIBANK25SEP1520CE,ICICIBANK,0.0,2025-09-30,1520.0,0.05,700,CE,NFO-OPT,NFO
24352770,95128,ICICIBANK25SEP1520PE,ICICIBANK,0.0,2025-09-30,1520.0,0.05,700,PE,NFO-OPT,NFO
23748098,92766,ICICIBANK25SEP1510CE,ICICIBANK,0.0,2025-09-30,1510.0,0.05,700,CE,NFO-OPT,NFO
23748354,92767,ICICIBANK25SEP1510PE,ICICIBANK,0.0,2025-09-30,1510.0,0.05,700,PE,NFO-OPT,NFO
24352002,95125,ICICIBANK25SEP1500CE,ICICIBANK,0.0,2025-09-30,1500.0,0.05,700,CE,NFO-OPT,NFO
24352258,95126,ICICIBANK25SEP1500PE,ICICIBANK,0.0,2025-09-30,1500.0,0.05,700,PE,NFO-OPT,NFO
23727874,92687,ICICIBANK25SEP1490CE,ICICIBANK,0.0,2025-09-30,1490.0,0.05,700,CE,NFO-OPT,NFO
23747074,92762,ICICIBANK25SEP1490PE,ICICIBANK,0.0,2025-09-30,1490.0,0.05,700,PE,NFO-OPT,NFO
24351490,95123,ICICIBANK25SEP1480CE,ICICIBANK,0.0,2025-09-30,1480.0,0.05,700,CE,NFO-OPT,NFO
24316930,94988,ICICIBANK25SEP1320CE,ICICIBANK,0.0,2025-09-30,1320.0,0.05,700,CE,NFO-OPT,NFO
24325890,95023,ICICIBANK25SEP1320PE,ICICIBANK,0.0,2025-09-30,1320.0,0.05,700,PE,NFO-OPT,NFO
23722242,92665,ICICIBANK25SEP1310CE,ICICIBANK,0.0,2025-09-30,1310.0,0.05,700,CE,NFO-OPT,NFO
23722498,92666,ICICIBANK25SEP1310PE,ICICIBANK,0.0,2025-09-30,1310.0,0.05,700,PE,NFO-OPT,NFO
24315394,94982,ICICIBANK25SEP1300CE,ICICIBANK,0.0,2025-09-30,1300.0,0.05,700,CE,NFO-OPT,NFO
24316674,94987,ICICIBANK25SEP1300PE,ICICIBANK,0.0,2025-09-30,1300.0,0.05,700,PE,NFO-OPT,NFO
23721730,92663,ICICIBANK25SEP1290CE,ICICIBANK,0.0,2025-09-30,1290.0,0.05,700,CE,NFO-OPT,NFO
23721986,92664,ICICIBANK25SEP1290PE,ICICIBANK,0.0,2025-09-30,1290.0,0.05,700,PE,NFO-OPT,NFO
24314882,94980,ICICIBANK25SEP1280CE,ICICIBANK,0.0,2025-09-30,1280.0,0.05,700,CE,NFO-OPT,NFO
24315138,94981,ICICIBANK25SEP1280PE,ICICIBANK,0.0,2025-09-30,1280.0,0.05,700,PE,NFO-OPT,NFO
23720706,92659,ICICIBANK25SEP1270CE,ICICIBANK,0.0,2025-09-30,1270.0,0.05,700,CE,NFO-OPT,NFO
23721474,92662,ICICIBANK25SEP1270PE,ICICIBANK,0.0,2025-09-30,1270.0,0.05,700,PE,NFO-OPT,NFO
24304898,94941,ICICIBANK25SEP1260CE,ICICIBANK,0.0,2025-09-30,1260.0,0.05,700,CE,NFO-OPT,NFO
24314626,94979,ICICIBANK25SEP1260PE,ICICIBANK,0.0,2025-09-30,1260.0,0.05,700,PE,NFO-OPT,NFO
24304386,94939,ICICIBANK25SEP1240CE,ICICIBANK,0.0,2025-09-30,1240.0,0.05,700,CE,NFO-OPT,NFO
24304642,94940,ICICIBANK25SEP1240PE,ICICIBANK,0.0,2025-09-30,1240.0,0.05,700,PE,NFO-OPT,NFO
24297218,94911,ICICIBANK25SEP1220CE,ICICIBANK,0.0,2025-09-30,1220.0,0.05,700,CE,NFO-OPT,NFO
24303874,94937,ICICIBANK25SEP1220PE,ICICIBANK,0.0,2025-09-30,1220.0,0.05,700,PE,NFO-OPT,NFO
24296706,94909,ICICIBANK25SEP1200CE,ICICIBANK,0.0,2025-09-30,1200.0,0.05,700,CE,NFO-OPT,NFO
24296962,94910,ICICIBANK25SEP1200PE,ICICIBANK,0.0,2025-09-30,1200.0,0.05,700,PE,NFO-OPT,NFO
24296194,94907,ICICIBANK25SEP1180CE,ICICIBANK,0.0,2025-09-30,1180.0,0.05,700,CE,NFO-OPT,NFO
24296450,94908,ICICIBANK25SEP1180PE,ICICIBANK,0.0,2025-09-30,1180.0,0.05,700,PE,NFO-OPT,NFO
22783746,88999,ICICIBANK25OCT1410CE,ICICIBANK,0.0,2025-10-28,1410.0,0.05,700,CE,NFO-OPT,NFO
22784002,89000,ICICIBANK25OCT1410PE,ICICIBANK,0.0,2025-10-28,1410.0,0.05,700,PE,NFO-OPT,NFO
23825410,93068,ICICIBANK25OCT1400CE,ICICIBANK,0.0,2025-10-28,1400.0,0.05,700,CE,NFO-OPT,NFO
23825666,93069,ICICIBANK25OCT1400PE,ICICIBANK,0.0,2025-10-28,1400.0,0.05,700,PE,NFO-OPT,NFO
23825922,93070,ICICIBANK25OCT1420CE,ICICIBANK,0.0,2025-10-28,1420.0,0.05,700,CE,NFO-OPT,NFO
23826178,93071,ICICIBANK25OCT1420PE,ICICIBANK,0.0,2025-10-28,1420.0,0.05,700,PE,NFO-OPT,NFO
22783234,88997,ICICIBANK25OCT1390CE,ICICIBANK,0.0,2025-10-28,1390.0,0.05,700,CE,NFO-OPT,NFO
